,id,description,price,address,date added,agent
2444,75414572,2 bedroom apartment for sale,449950,"18 Leftbank, Spinningfields, Manchester, M3 ",06/09/2018," by Thornley Groves, Manchester Southern Gateway"
2451,76023335,5 bedroom end of terrace house for sale,455000,"Connaught Avenue, Burnage, Manchester, M19 ",01/10/2018," by Jordan Fishwick, Didsbury"
2449,72471254,3 bedroom apartment for sale,455838,"Exchange Point, Embankment West, Manchester",09/04/2018, by Ascend 
2450,53842818,3 bedroom apartment for sale,455838,"Exchange Point, Chapel Street, Manchester, M3",11/04/2018, by Savills New Homes
2457,56346327,4 bedroom apartment for sale,465000,"6 The Corner, Broughton Park",31/08/2018," by Aubrey Lee & Co, Prestwich"
2461,66858193,4 bedroom detached house for sale,465000,"Bankhall Road, Heaton Mersey",24/10/2018," by Joules Estate Agency, Heaton Mersey"
2460,54742734,4 bedroom detached house for sale,465000,"Pasturefield Road, Peel Hall",11/07/2018," by Main & Main, Heald Green"
2459,65336362,4 bedroom detached house for sale,465000,"Birchwood Close, Heaton Mersey ",17/08/2018," by Gascoigne Halman, The Heatons"
2458,75429767,3 bedroom terraced house for sale,465000,"Walsingham Avenue, West Didsbury, Manchester, M20 ",10/10/2018," by JP & Brimelow, Chorlton & Didsbury Sales"
2456,65253884,3 bedroom apartment for sale,465556,"Unit 31.04 Greengate, Manchester, Greater Manchester, M3",16/03/2017, by Opulent
2455,53831580,3 bedroom apartment for sale,466000,"16 Chapel Street, Manchester, Salford, M3",10/04/2018," by RE/MAX Central, Westminster"
2454,56346402,4 bedroom apartment for sale,467000,"18 The Corner, Broughton Park",31/08/2018," by Aubrey Lee & Co, Prestwich"
2453,65258810,3 bedroom apartment for sale,468502,"Unit 32.04 Greengate, Manchester, Greater Manchester, M3",16/03/2017, by Opulent
2452,66747694,2 bedroom apartment for sale,469950,"Whitworth Street West, Manchester",02/08/2018," by Pad Residential, Manchester"
2475,56392077,4 bedroom semi-detached house for sale,475000,"Alstone Road, Heaton Chapel",27/09/2018," by Julian Wadden, The Heatons"
2474,57337989,5 bedroom detached house for sale,475000,"Netherwood Road, Manchester, M22",03/09/2018," by Purplebricks, covering Manchester"
2473,76547135,3 bedroom end of terrace house for sale,475000,"Grange Lane, Didsbury, M20",," by Purplebricks, covering Manchester"
2472,75786737,Land for sale,475000,"Old Market Street, Blackley, Manchester, M9",20/10/2018,"Marketed by Trading Places, Urmston"
2471,74128997,4 bedroom semi-detached house for sale,475000,"Egerton Road North, Chorlton, Manchester, M21 ",20/09/2018," by JP & Brimelow, Chorlton & Didsbury Sales"
2470,56171733,3 bedroom detached house for sale,475000,"Clifton Avenue, Fallowfield, Manchester",17/08/2018," by Julian Wadden, Didsbury"
2469,66366772,3 bedroom end of terrace house for sale,475000,"Brundretts Road, Chorlton, Manchester, M21 ",08/10/2018," by JP & Brimelow, Chorlton & Didsbury Sales"
2476,67726363,3 bedroom apartment for sale,475000,"The Linden, 10 The Beeches, West Didsbury, Manchester",17/10/2018," by Philip James Kennedy, Didsbury"
2467,76359551,4 bedroom semi-detached house for sale,475000,"Worsley Road, Manchester",15/10/2018," by Sell Well Online, Worsley"
2466,57353019,3 bedroom semi-detached house for sale,475000,"Ryebank Road, Chorlton",17/10/2018," by Jordan Fishwick, Chorlton"
2478,68040937,7 bedroom terraced house for sale,475000,"George Street South, Salford",11/10/2018," by Edward Mellor Ltd, Stockport"
2479,57210807,5 bedroom semi-detached house for sale,475000,"Grange Avenue, Levenshulme",21/08/2018," by Edward Mellor Ltd, Levenshulme"
2468,55090284,3 bedroom terraced house for sale,475000,"The Green, Worsley, Manchester, M28 2PA",23/10/2018," by Hunters, Worsley"
2477,57361728,3 bedroom terraced house for sale,475000,"Bamford Grove, Didsbury, Manchester",18/10/2018," by Julian Wadden, Didsbury"
2465,65192816,2 bedroom apartment for sale,477000,"St John's, St John's Place, Manchester, M3",13/03/2017, by JLL
2464,49994727,3 bedroom apartment for sale,477500,"Linter - Manchester New Square, Princess Street, Manchester, Greater Manchester, M1",15/08/2017, by JLL
2462,68367833,5 bedroom detached house for sale,479950,"Old Hall Lane, Middleton, MANCHESTER",06/09/2018," by Henstock Property Services, Middleton"
2463,66549058,4 bedroom terraced house for sale,479950,"Oak Road, West Didsbury, Manchester, M20 ",28/09/2018," by Jordan Fishwick, Didsbury"
2488,57466773,3 bedroom flat for sale,484995,"Northill Apartments, Salford, Greater Manchester, M50",24/10/2018, by Parker Buchanan Estates Ltd
2486,67121956,2 bedroom detached house for sale,485000,"Beaver Road, Didsbury, Manchester",12/09/2018," by Julian Wadden, Didsbury"
2487,57481191,2 bedroom apartment for sale,485000,"Deansgate, Manchester, Greater Manchester, M3",24/10/2018, by 1 Click Move
2484,55649172,6 bedroom semi-detached house for sale,489950,"Northleigh Road, Firswood, Manchester, M16",25/07/2018," by Reeds Rains , Stretford"
2482,76600943,3 bedroom flat for sale,489995,"Northill Apartments, Salford, Greater Manchester, M50",23/10/2018, by Parker Buchanan Estates Ltd
2483,63375766,3 bedroom apartment for sale,489995,"2 Furness Quay, Salford Quays, Salford, Lancashire, M50",25/06/2018," by The Estate Agent Manchester, Manchester"
2480,71945639,5 bedroom semi-detached house for sale,490000,"Daventry Road, Manchester, M21",14/10/2018," by Purplebricks, covering Manchester"
2481,57373800,3 bedroom semi-detached house for sale,490000,"Wingate Drive, Didsbury, Manchester",18/10/2018," by Julian Wadden, Didsbury"
2498,63421135,5 bedroom detached house for sale,495000,"Gibwood Road, Northenden",06/09/2018," by Gascoigne Halman, Didsbury"
2501,73567811,5 bedroom detached house for sale,495000,"Slate Lane, Audenshaw",," by Cordingleys, Ashton-under-Lyne"
2500,67375210,4 bedroom town house for sale,495000,"Plowley Close, Didsbury Village, Manchester, M20 ",," by Jordan Fishwick, Didsbury"
2499,56677398,4 bedroom terraced house for sale,495000,"Moorfield Grove, Heaton Moor, Stockport, Cheshire",19/09/2018," by Philip James Kennedy, Sales"
2497,55540344,4 bedroom detached house for sale,499000,"Estonfield Drive, Urmston, Manchester",19/09/2018," by Paul Birtles Estate Agents, Urmston"
2496,70220879,Land for sale,499000,"Levenshulme, Manchester, Greater Manchester, M12",05/01/2018,"Marketed by Easy Homes MCR, Manchester"
2495,67544581,3 bedroom semi-detached house for sale,499950,"Westmorland Road, Didsbury, Manchester",19/07/2018," by Philip James Kennedy, Didsbury"
2493,75064235,2 bedroom apartment for sale,499950,"12 Leftbank, Spinningfields, Manchester, M3 ",22/06/2018," by Thornley Groves, Manchester Southern Gateway"
2492,67993783,4 bedroom semi-detached house for sale,499950,"Sedgley Park Road, Prestwich, M25",03/10/2018," by S & S Estates, Manchester"
2494,74030612,3 bedroom apartment for sale,499950,"Church Street, Manchester, M4",17/09/2018," by JLL, Manchester"
2491,66909718,4 bedroom terraced house for sale,499950,"Burton Road, West Didsbury, Manchester",15/10/2018," by Philip James Kennedy, Didsbury"
2490,63416449,4 bedroom semi-detached house for sale,499950,"Redcourt Avenue, Didsbury, Manchester",05/10/2018," by Philip James Kennedy, Didsbury"
2489,76360271,4 bedroom semi-detached house for sale,499950,"Sedgley Park Road, Prestwich, Manchester",31/07/2018," by Clive Anthony Sales & Lettings, Prestwich"
2504,54906351,4 bedroom semi-detached house for sale,515000,"Alford Road, Heaton Chapel",23/10/2018," by Julian Wadden, The Heatons"
2503,67219915,3 bedroom flat for sale,515214,"Albion St, M1",29/08/2018," by The Good Estate Agent, National"
2502,65244995,3 bedroom apartment for sale,519129,"Unit 31.02 Greengate, Manchester, Greater Manchester, M3",15/03/2017, by Opulent
2511,65258270,3 bedroom apartment for sale,522415,"Unit 32.02 Greengate, Manchester, Greater Manchester, M3",15/03/2017," by Opulent, Liverpool"
2505,67661680,3 bedroom semi-detached house for sale,525000,"Moorland Road, Didsbury, Manchester",24/09/2018," by Philip James Kennedy, Didsbury"
2506,76155371,4 bedroom semi-detached house for sale,525000,"Beaumont Road, Chorlton Green",05/10/2018," by Sherlock Homes Properties Ltd, Chorlton"
2507,56341431,4 bedroom semi-detached house for sale,525000,"Cannock Drive, Heaton Mersey",31/08/2018," by Julian Wadden, The Heatons"
2508,75748667,5 bedroom detached house for sale,525000,"Beechpark Avenue, Manchester, M22 4BL",20/09/2018," by Hunters, Manchester"
2509,67751173,3 bedroom semi-detached house for sale,525000,"Brayton Avenue, Didsbury, Manchester, M20 ",28/09/2018," by Jordan Fishwick, Didsbury"
2510,68009504,4 bedroom semi-detached house for sale,525000,"Poppythorn Lane, Prestwich, Manchester",04/06/2018," by Clive Anthony Sales & Lettings, Prestwich"
2518,76061726,5 bedroom town house for sale,535000,"City Mews, Plot 3, Saint Stephens Street, Salford, Manchester",02/10/2018," by O'Connor Bowden, Stockport - Sales"
2514,76049084,5 bedroom town house for sale,535000,"City Mews, Plot 5, Saint Stephens Street, Salford, Manchester",02/10/2018," by O'Connor Bowden, Stockport - Sales"
2515,76062224,5 bedroom town house for sale,535000,"City Mews, Plot 7, Saint Stephens Street, Salford, Manchester",02/10/2018," by O'Connor Bowden, Stockport - Sales"
2516,76061147,5 bedroom town house for sale,535000,"City Mews, Plot 8, Saint Stephens Street, Salford, Manchester",02/10/2018," by O'Connor Bowden, Stockport - Sales"
2513,76060814,5 bedroom town house for sale,535000,"City Mews, Plot 2, Saint Stephens Street, Salford, Manchester",02/10/2018," by O'Connor Bowden, Stockport - Sales"
2517,70732889,4 bedroom semi-detached house for sale,535000,"Burton Road, West Didsbury, Manchester, M20 ",25/09/2018, by JP & Brimelow
2512,75611771,2 bedroom apartment for sale,537500,"8 King Street, Deansgate, Manchester, M2 ",13/09/2018," by Thornley Groves, Manchester Southern Gateway"
2519,67217530,4 bedroom semi-detached house for sale,545000,"Beech Road, Chorlton, Manchester, M21 ",18/09/2018," by JP & Brimelow, Chorlton & Didsbury Sales"
2520,53761620,4 bedroom detached house for sale,545000,"Chandos Road South, Chorlton",," by Jordan Fishwick, Chorlton"
2521,75748835,4 bedroom semi-detached house for sale,565000,"Chatsworth Road, Ellesmere Park, Eccles Manchester",20/09/2018," by Sell Well Online, Worsley"
2522,67954384,4 bedroom semi-detached house for sale,565000,"Parsonage Road, Heaton Moor",12/10/2018," by Gascoigne Halman, The Heatons"
2523,55259490,3 bedroom semi-detached house for sale,565000,"East Meade, Chorltonville",04/10/2018," by Jordan Fishwick, Chorlton"
2524,67922038,4 bedroom detached house for sale,565000,"The Circuit, Didsbury",10/10/2018," by Gascoigne Halman, Didsbury"
2536,67400110,5 bedroom semi-detached house for sale,575000,"Longton Avenue, West Didsbury, Manchester",07/09/2018," by Philip James Kennedy, Didsbury"
2535,68028433,5 bedroom semi-detached house for sale,575000,"Burlington Road, Withington, Manchester",18/10/2018," by Julian Wadden, Didsbury"
2534,67901737,5 bedroom semi-detached house for sale,575000,"Willoughby Avenue, Didsbury",09/10/2018," by Gascoigne Halman, Didsbury"
2533,66998359,5 bedroom semi-detached house for sale,575000,"Broomfield Road, Heaton Moor, Stockport, Cheshire",15/08/2018," by Philip James Kennedy, Sales"
2532,62228947,5 bedroom block of apartments for sale,575000,"Grenfell Road, Manchester",12/10/2017," by Nicholas Humphreys, Manchester"
2531,67546777,4 bedroom semi-detached house for sale,575000,"Cromwell Road, Stretford, Manchester",17/09/2018," by Home Estate Agents, Stretford"
2529,71952716,4 bedroom semi-detached house for sale,575000,"Brookburn Road, Chorlton Green, Manchester, M21 ",23/08/2018," by JP & Brimelow, Chorlton & Didsbury Sales"
2528,67355107,4 bedroom semi-detached house for sale,575000,"Leegate Gardens, Heaton Mersey, Stockport",05/09/2018," by Philip James Kennedy, Sales"
